id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
137590,F,1.425,1.1,0.3875,26.138239,12.68640125,5.499803,7.087375,9.0
137591,F,1.475,1.15,0.4125,28.8314415,12.20445975,7.15824875,7.41339425,9.0
137592,F,1.325,1.0625,0.375,24.720764,12.7289255,5.6415505,6.80388,10.0
137593,M,1.2125,0.975,0.3625,17.5483405,6.860579,4.89028875,5.2446575,10.0
137594,M,1.3125,0.9875,0.35,14.38737125,5.556502,2.948348,4.252425,12.0
137595,F,0.925,0.6875,0.2875,6.30776375,2.6365035,1.3891255,2.08368825,10.0
137596,M,1.1375,0.875,0.3375,14.5432935,6.577084,3.44446425,3.78465825,9.0
137597,M,1.4,1.1,0.375,27.22969475,9.68135425,5.71242425,8.6465975,14.0
137598,M,1.2375,0.95,0.3125,16.31513725,7.5693165,3.2601925,5.2446575,9.0
137599,M,1.2875,0.975,0.3375,20.0997955,8.80251975,4.7910655,6.33611325,9.0
137600,M,1.6,1.2625,0.4,33.8776525,13.99047825,7.767763,10.0640725,10.0
137601,I,0.7875,0.5875,0.175,4.20990075,1.65844575,0.94970825,1.2757275,6.0
137602,F,1.4125,1.0875,0.35,25.8830935,10.77281,5.08873525,7.7961125,10.0
137603,M,1.4625,1.1375,0.375,25.2027055,10.19164525,4.7343665,8.3631025,13.0
137604,I,0.875,0.65,0.225,5.273007,2.438057,1.2757275,1.984465,6.0
137605,I,1.1875,0.9375,0.3125,14.3731965,7.47009325,2.9766975,4.252425,8.0
137606,F,1.5625,1.2375,0.45,36.7693015,16.42853525,7.200773,10.0640725,10.0
137607,I,1.25,0.975,0.35,15.43630275,7.24329725,3.458639,4.35164825,9.0
137608,M,0.6,0.4375,0.1375,1.54504775,0.60951425,0.340194,0.56699,3.0
137609,F,1.575,1.2,0.4375,33.26813825,17.179797,6.25106475,8.0796075,9.0
137610,M,1.4375,1.125,0.325,23.756881,10.035723,4.97533725,6.23689,10.0
137611,M,1.5125,1.175,0.375,30.1922175,14.13222575,6.010094,8.9300925,10.0
137612,M,1.4,1.075,0.35,24.22464775,10.87203325,5.03203625,6.80388,9.0
137613,I,0.7,0.525,0.1375,3.30271675,1.54504775,0.80796075,0.850485,7.0
137614,F,1.6375,1.3125,0.4625,44.15434625,19.901349,9.45455825,11.4815475,13.0
137615,I,1.0375,0.775,0.25,8.5331995,3.44446425,1.587572,2.28213475,7.0
137616,I,0.7875,0.575,0.2,5.556502,2.45223175,0.963883,1.20485375,6.0
137617,M,1.3625,1.075,0.375,22.2543575,8.3064035,6.56290925,6.9456275,15.0
137618,I,1.025,0.8125,0.2625,10.95708175,4.60679375,2.25378525,2.87747425,7.0
137619,I,0.9375,0.725,0.2375,6.30776375,2.721552,1.28990225,1.644271,7.0
137620,M,1.625,1.25,0.4,37.77570875,17.7751365,8.23552975,10.489315,10.0
137621,F,1.5125,1.2375,0.45,38.215126,17.57669,7.66853975,11.1980525,10.0
137622,I,0.9,0.6875,0.225,6.13766675,2.721552,1.0489315,2.26796,6.0
137623,F,1.45,1.125,0.425,28.64716975,11.15552825,6.1518415,8.9300925,12.0
137624,I,0.975,0.7375,0.25,9.752228,4.309124,2.33883375,2.2963095,7.0
137625,M,1.425,1.1,0.3875,24.62154075,10.47514025,5.54232725,7.83863675,10.0
137626,M,1.7375,1.3375,0.5125,50.24948875,18.80989325,11.35397475,15.01106025,15.0
137627,M,1.575,1.2125,0.375,32.6869735,14.10387625,7.2858215,8.334753,10.0
137628,F,1.6375,1.3125,0.4125,38.4702715,15.592225,8.37727725,12.190285,11.0
137629,M,1.125,0.85,0.2625,13.53688625,5.6699,2.31048425,4.9611625,10.0
137630,I,0.975,0.725,0.25,7.824462,3.33106625,1.7293195,2.4097075,8.0
137631,I,1.3625,1.025,0.325,21.64484325,8.32057825,4.3374735,7.654365,14.0
137632,I,1.45,1.1375,0.375,26.09571475,10.8011595,4.60679375,8.50485,17.0
137633,F,1.0125,0.75,0.275,8.8166945,3.912231,1.65844575,2.4097075,10.0
137634,M,1.375,1.1125,0.4125,35.096681,9.36950975,6.7755305,11.7650425,16.0
137635,I,0.5625,0.45,0.125,1.814368,0.60951425,0.38271825,0.60951425,5.0
137636,M,1.2,1.0,0.375,21.21960075,7.44174375,4.9044635,7.2291225,11.0
137637,M,0.8625,0.6875,0.2125,5.40057975,2.778251,1.417475,1.984465,10.0
137638,I,1.0125,0.8,0.275,10.999606,4.32329875,1.99863975,3.5436875,8.0
137639,M,1.2875,1.0,0.3375,21.885814,8.54737425,5.0178615,7.2291225,11.0
137640,I,0.475,0.325,0.1125,0.89300925,0.35436875,0.18427175,0.29766975,4.0
137641,F,1.3125,1.0,0.3125,16.839603,7.93786,3.7137845,5.953395,10.0
137642,M,1.1375,0.8875,0.3,12.65805175,4.37999775,2.65067825,3.8271825,8.0
137643,M,1.6,1.2875,0.4,37.11842925,18.49804875,8.674947,9.4970825,11.0
137644,F,1.6875,1.35,0.4875,44.4803655,17.08057375,9.14271375,13.4660125,10.0
137645,F,1.5,1.2,0.4,30.8726055,13.5794105,6.7755305,8.788345,9.0
137646,F,1.5875,1.275,0.4375,36.95357325,18.824068,8.83086925,10.33339275,11.0
137647,I,0.9875,0.75,0.25,9.62465525,4.74854125,2.154562,2.28213475,7.0
137648,F,1.5,1.1875,0.4,32.0065855,15.15280775,6.39281225,8.278054,9.0
137649,M,1.5625,1.2,0.4,35.380176,16.79707875,8.901743,8.731646,11.0
137650,F,1.3125,1.0,0.2875,18.540573,8.34892775,3.52951275,4.819415,9.0
137651,F,1.4,1.125,0.3875,25.3728025,10.6877615,5.00368675,6.80388,9.0
137652,M,1.45,1.05,0.35,26.3933845,12.60135275,5.5281525,6.973977,10.0
137653,F,1.525,1.1375,0.4,28.8881405,11.38232425,6.1518415,8.1363065,11.0
137654,I,1.4,1.075,0.375,23.26076475,10.6877615,4.9044635,6.47786075,9.0
137655,M,1.525,1.2375,0.475,39.7743485,17.78931125,8.731646,11.056305,10.0
137656,F,1.25,0.9625,0.325,19.40523275,8.278054,3.86970675,5.5281525,10.0
137657,F,1.6,1.3125,0.4875,40.92250325,11.793392,8.391452,12.757275,16.0
137658,F,1.4375,1.125,0.375,24.7491135,12.3320325,5.556502,7.654365,8.0
137659,F,1.35,1.0625,0.35,21.27629975,9.99319875,4.52174525,6.0384435,9.0
137660,F,1.625,1.2625,0.4125,41.23434775,16.44271,8.88756825,11.056305,11.0
137661,F,1.375,1.075,0.35,23.91280325,10.16329575,5.8683465,6.6621325,8.0
137662,M,1.5625,1.2625,0.475,37.364641,16.6978555,9.4970825,10.3475675,12.0
137663,I,0.9375,0.7125,0.2125,6.27941425,2.65067825,1.43164975,1.984465,6.0
137664,I,0.925,0.6875,0.225,6.4353365,2.664853,1.80019325,1.984465,7.0
137665,M,1.5125,1.1625,0.4,29.540179,14.10387625,6.61960825,7.5126175,8.0
137666,I,1.1,0.85,0.275,12.99824575,5.499803,2.664853,3.685435,7.0
137667,M,1.4375,1.1375,0.4,26.2232875,10.77281,7.01650125,7.7961125,11.0
137668,M,1.5375,1.2625,0.425,34.529691,13.56523575,7.3992195,10.489315,11.0
137669,M,1.275,1.0125,0.275,20.70930975,8.34892775,4.819415,5.5281525,15.0
137670,I,0.575,0.4375,0.1625,1.82854275,0.737087,0.29766975,0.56699,5.0
137671,F,1.5375,1.1875,0.45,32.41765325,12.26115875,8.164656,10.3475675,16.0
137672,I,0.925,0.6875,0.2,6.7188315,3.061746,1.11980525,1.984465,6.0
137673,I,1.325,1.05,0.325,22.4244545,10.375917,5.10291,5.1879585,10.0
137674,I,0.825,0.5875,0.2,4.91863825,1.8427175,1.03475675,1.417475,9.0
137675,M,1.4875,1.075,0.325,24.81998725,12.0485375,5.85417175,6.3219385,8.0
137676,I,0.95,0.7,0.225,6.61960825,2.381358,1.3891255,2.4097075,7.0
137677,M,1.6125,1.275,0.4375,38.68289275,17.0097,8.57572375,11.7650425,11.0
137678,F,1.25,0.9875,0.325,18.01610725,7.10154975,4.94698775,5.5281525,12.0
137679,M,1.45,1.1375,0.3875,26.7902775,10.8578585,6.123492,8.9300925,12.0
137680,M,1.175,0.8875,0.325,16.34348675,7.78193775,3.04757125,4.1106775,7.0
137681,F,1.625,1.275,0.4375,33.26813825,14.72756525,7.0023265,10.489315,11.0
137682,I,0.9625,0.75,0.225,8.06543275,3.44446425,1.70097,2.551455,7.0
137683,I,1.125,0.8375,0.2625,11.09882925,4.72019175,2.67902775,3.2601925,8.0
137684,M,1.6375,1.4,0.5125,48.94541175,16.5844575,10.36174225,15.30873,18.0
137685,M,1.5875,1.2375,0.4375,37.98833,14.78426425,7.314171,10.3475675,10.0
137686,F,1.7,1.4,0.4875,47.513762,20.695135,10.41844125,12.20445975,11.0
137687,F,1.4875,1.2,0.425,31.1561005,11.75086775,6.90310325,10.3475675,12.0
137688,M,1.675,1.3,0.4125,43.3463855,19.447757,9.00096625,10.9145575,11.0
137689,I,1.175,0.8875,0.3125,14.571643,5.40057975,3.24601775,3.96893,8.0
137690,I,1.45,1.1625,0.375,23.7285315,10.02154825,4.989512,6.3786375,9.0
137691,I,1.325,1.05,0.35,19.43358225,8.448151,3.1467945,6.3786375,9.0
137692,M,1.375,1.1,0.375,24.79163775,10.47514025,5.54232725,7.2291225,10.0
137693,M,1.5625,1.2375,0.4375,36.117263,16.612807,8.46232575,9.07184,9.0
137694,I,1.0875,0.825,0.2875,11.396499,4.139027,2.2963095,3.8271825,7.0
137695,M,1.5625,1.225,0.3875,33.1972645,14.061352,7.35669525,8.958442,10.0
137696,M,1.1875,0.8875,0.3375,13.437663,5.88252125,2.96252275,4.9611625,15.0
137697,I,1.0,0.775,0.225,8.9300925,4.2807745,2.26796,2.097863,7.0
137698,M,1.425,1.0875,0.4125,22.8780465,9.6671795,6.08096775,6.23689,10.0
137699,I,0.925,0.7125,0.2375,7.93786,3.2601925,1.11980525,2.26796,8.0
137700,M,1.275,0.975,0.3,16.40018575,8.50485,3.4869885,4.9611625,8.0
137701,I,1.125,0.8375,0.2625,11.18387775,5.74077375,3.30271675,3.118445,9.0
137702,I,1.175,0.9375,0.3125,15.43630275,6.90310325,3.38776525,3.98310475,8.0
137703,M,1.75,1.325,0.45,43.1762885,17.47746675,8.731646,12.40290625,13.0
137704,M,1.425,1.125,0.3625,23.43086175,11.15552825,4.12485225,6.3786375,10.0
137705,F,1.325,1.0625,0.35,26.988724,12.00601325,4.55009475,7.087375,10.0
137706,I,1.025,0.7625,0.2625,9.07184,4.60679375,1.8427175,2.9766975,11.0
137707,M,1.45,1.125,0.4,31.62386725,12.82814875,7.44174375,8.5331995,13.0
137708,I,0.6375,0.45,0.1375,2.26796,0.89300925,0.60951425,0.5953395,3.0
137709,M,1.525,1.1875,0.375,35.096681,16.40018575,7.61184075,8.788345,10.0
137710,I,0.875,0.6625,0.225,5.71242425,2.48058125,1.0489315,1.5025235,6.0
137711,F,1.6125,1.2,0.4,32.31843,16.6411565,7.07320025,8.50485,11.0
137712,M,1.2625,0.975,0.325,16.42853525,7.75358825,3.01922175,4.6776675,8.0
137713,M,1.3875,1.1,0.325,21.50309575,10.4042665,5.88252125,5.953395,9.0
137714,F,1.55,1.2125,0.3875,32.205032,11.18387775,7.41339425,8.50485,10.0
137715,M,1.4375,1.125,0.375,24.67823975,10.75863525,4.77689075,8.3631025,9.0
137716,I,0.9625,0.6625,0.1875,6.7188315,2.551455,1.11980525,1.984465,6.0
137717,F,1.6875,1.3,0.45,49.2430815,23.17571625,11.566596,13.1825175,9.0
137718,M,1.35,1.025,0.325,20.14231975,8.68912175,4.819415,5.953395,10.0
137719,F,1.175,0.9125,0.3125,15.03940975,4.6209685,3.33106625,4.819415,13.0
137720,F,1.5625,1.2375,0.3875,28.91649,12.076887,6.22271525,9.07184,16.0
137721,F,1.5625,1.2125,0.3625,35.25260325,16.62698175,7.10154975,8.221355,9.0
137722,I,0.8375,0.65,0.2,5.79747275,2.26796,1.304077,1.8427175,6.0
137723,M,1.175,0.875,0.35,13.664459,5.42892925,2.721552,4.3941725,14.0
137724,F,1.5625,1.3125,0.45,37.194544,14.30232275,6.747181,12.3320325,15.0
137725,I,0.8,0.625,0.2,4.94698775,2.0128145,1.00640725,1.417475,6.0
137726,M,1.4375,1.125,0.375,31.581343,10.70193625,7.824462,8.9300925,11.0
137727,M,1.0625,0.825,0.275,10.2908685,4.46504625,2.08368825,2.9766975,9.0
137728,I,1.025,0.7625,0.225,8.23552975,3.21766825,1.6726205,2.6932025,7.0
137729,M,1.575,1.25,0.4125,37.03862175,16.57028275,9.8939755,8.9867915,11.0
137730,M,1.4375,1.125,0.375,24.39474475,10.2341695,4.86193925,7.7961125,11.0
137731,M,1.4875,1.225,0.3875,31.68056625,15.7339725,5.40057975,9.19941275,9.0
137732,I,0.85,0.6375,0.225,5.1312595,2.14038725,1.2757275,1.5592225,7.0
137733,F,1.475,1.125,0.35,30.1922175,12.927372,6.2652395,7.83863675,13.0
137734,F,1.3125,1.0,0.3125,18.597272,9.8372765,3.92640575,5.0178615,8.0
137735,M,1.5625,1.225,0.425,34.60056475,17.42076775,7.83863675,8.9300925,9.0
137736,F,1.3125,1.0,0.3375,20.638436,7.3992195,4.309124,6.23689,12.0
137737,F,1.7,1.3,0.4125,34.74231225,13.437663,7.3992195,10.20582,19.0
137738,F,1.3375,1.0625,0.3875,21.70154225,9.05766525,4.4508715,5.2446575,12.0
137739,M,1.0,0.7875,0.3,9.02931575,4.09650275,1.7293195,2.6932025,8.0
137740,I,1.3,0.95,0.3125,18.6256215,8.561549,3.07592075,4.69184225,7.0
137741,I,1.3125,0.9625,0.3,18.12950525,6.61960825,4.3941725,6.3786375,9.0
137742,I,0.6125,0.4375,0.15,2.7499015,1.020582,0.52446575,0.7087375,5.0
137743,F,1.625,1.2875,0.475,39.70347475,16.329312,9.87980075,12.757275,11.0
137744,M,1.4375,1.1125,0.3375,26.818627,11.623295,5.17378375,7.7961125,8.0
137745,F,1.2875,1.0,0.375,23.51591025,7.3992195,5.11708475,8.0796075,13.0
137746,I,1.0,0.775,0.225,7.1157245,3.1467945,1.68679525,2.1262125,8.0
137747,M,1.7,1.4125,0.5,43.318036,19.6462035,8.674947,14.17475,10.0
137748,I,1.025,0.7625,0.2375,9.25611175,4.09650275,1.68679525,2.6932025,7.0
137749,F,1.5875,1.2875,0.4125,34.5013415,15.03940975,5.8683465,10.6310625,10.0
137750,M,1.525,1.1875,0.4125,31.70891575,13.2959155,5.79747275,9.355335,15.0
137751,F,1.2,0.925,0.3125,13.9196045,6.8889285,2.87747425,3.8271825,10.0
137752,M,0.9625,0.7375,0.3,7.144074,2.948348,1.63009625,2.4097075,7.0
137753,F,1.4,1.125,0.4,26.46425825,7.654365,4.12485225,8.9300925,15.0
137754,M,1.25,0.95,0.35,17.10892325,6.84640425,4.479221,5.386405,12.0
137755,M,1.2875,0.975,0.3375,19.901349,8.94426725,4.12485225,5.6699,9.0
137756,I,0.625,0.45,0.175,2.02698925,0.77961125,0.226796,0.56699,3.0
137757,M,1.75,1.4375,0.4875,53.9390045,25.16018125,10.95708175,13.36678925,10.0
137758,M,1.2875,1.0375,0.3625,20.184844,8.12213175,4.195726,6.3786375,10.0
137759,F,1.3375,1.0125,0.375,20.97863,9.128539,4.52174525,6.9456275,12.0
137760,M,1.5375,1.1625,0.3875,29.2283345,12.82814875,6.690482,8.68912175,9.0
137761,F,1.4875,1.175,0.4375,30.1922175,13.99047825,7.3425205,8.9300925,11.0
137762,F,1.6,1.3125,0.4,32.638042,15.1669825,7.15824875,9.36950975,9.0
137763,F,1.425,1.0875,0.3625,28.44872325,12.0485375,4.66349275,7.93786,16.0
137764,I,0.875,0.65,0.2125,5.48562825,2.26796,1.00640725,1.70097,5.0
137765,M,1.4375,1.125,0.4125,27.8108595,13.1825175,5.00368675,7.10154975,10.0
137766,F,1.775,1.4125,0.4375,48.7327905,18.427175,10.149121,14.74174,12.0
137767,I,0.8625,0.6375,0.225,5.59902625,2.721552,1.14815475,1.360776,7.0
137768,F,1.55,1.2,0.3,31.127751,14.18892475,7.41339425,8.50485,10.0
137769,F,1.375,1.075,0.35,20.96445525,8.5898985,4.91863825,7.35669525,9.0
137770,M,1.6625,1.275,0.5,40.25629,17.293195,8.448151,11.623295,13.0
137771,I,1.125,0.8875,0.275,14.118051,6.0384435,2.36718325,3.96893,7.0
137772,M,1.625,1.3125,0.45,40.7382315,18.540573,9.015141,11.056305,14.0
137773,M,1.55,1.2625,0.4375,36.72677725,12.74310025,5.99591925,11.623295,14.0
137774,M,1.8,1.425,0.475,49.34230475,24.64989025,9.62465525,13.60776,9.0
137775,I,0.5875,0.4125,0.125,1.6726205,0.7654365,0.510291,0.4252425,5.0
137776,M,1.3875,1.0625,0.325,21.70154225,9.6104805,4.7343665,6.0951425,9.0
137777,I,0.8375,0.625,0.2125,5.10291,1.60174675,1.020582,1.70097,10.0
137778,M,1.475,1.1125,0.3875,24.31843,11.07047975,4.72019175,7.37087,12.0
137779,I,1.4,1.1,0.375,28.7180435,12.48795475,6.16601625,8.50485,12.0
137780,I,0.5375,0.4,0.1375,1.6726205,0.623689,0.226796,0.283495,5.0
137781,M,1.3375,1.0875,0.3875,22.0275615,9.695529,4.762716,7.2291225,8.0
137782,I,0.6875,0.5,0.1625,2.608154,1.417475,0.63786375,0.9922325,6.0
137783,F,1.6375,1.275,0.425,36.3724085,12.927372,6.42116175,11.623295,21.0
137784,I,1.1875,0.95,0.3625,16.93882625,7.04485075,4.01145425,5.2446575,9.0
137785,F,1.6,1.275,0.4375,35.3518265,18.9091165,7.6260155,9.07184,12.0
137786,I,0.9375,0.675,0.2,5.556502,2.551455,1.60174675,1.984465,8.0
137787,M,1.55,1.1875,0.4375,30.1922175,13.79203175,7.3425205,8.0796075,10.0
137788,M,1.6,1.25,0.475,33.8776525,14.58581775,6.67630725,10.0640725,15.0
137789,I,0.9625,0.725,0.225,7.257472,3.44446425,1.68679525,2.1829115,8.0
137790,I,1.45,1.1,0.375,23.6151335,9.8939755,4.97533725,8.50485,15.0
137791,I,1.5125,1.075,0.375,26.01066625,11.1413535,4.4508715,6.80388,8.0
137792,F,1.4,1.0875,0.375,26.18076325,11.6516445,5.76912325,7.5126175,9.0
137793,F,1.65,1.2625,0.4875,43.2329875,18.2287285,10.77281,11.1980525,11.0
137794,M,1.6125,1.25,0.4,31.70891575,13.59358525,6.917278,9.355335,11.0
137795,F,1.675,1.35,0.475,41.4753185,18.18620425,10.56018875,11.623295,11.0
137796,M,1.2625,0.9625,0.3125,16.37183625,6.64795775,3.40194,4.35164825,8.0
137797,F,1.6,1.25,0.4,32.601925,15.52135125,6.577084,8.50485,12.0
137798,I,0.6125,0.45,0.1375,1.8994165,0.97805775,0.510291,0.60951425,5.0
137799,I,0.9875,0.7125,0.25,8.107957,3.912231,1.68679525,2.4097075,7.0
137800,F,1.55,1.2125,0.4,32.034935,14.92601175,6.64795775,8.50485,8.0
137801,M,1.6125,1.25,0.4,39.179009,18.26387925,8.448151,10.6310625,11.0
137802,F,1.425,1.1,0.3625,27.14464625,8.32057825,6.4353365,7.72523875,14.0
137803,I,1.275,1.0,0.3625,21.0636785,10.6877615,4.57844425,5.499803,8.0
137804,M,1.125,0.9125,0.25,12.133586,5.88252125,2.14038725,3.8271825,8.0
137805,F,1.55,1.2125,0.4375,32.6869735,12.133586,7.6827145,11.056305,13.0
137806,F,1.4625,1.125,0.375,24.777463,10.6877615,5.0178615,7.087375,8.0
137807,I,0.4625,0.3125,0.1125,0.907184,0.38271825,0.226796,0.26932025,4.0
137808,F,1.3125,1.025,0.3875,25.8263945,10.16329575,5.556502,9.4970825,12.0
137809,I,0.825,0.6125,0.1625,3.98310475,1.28990225,0.83631025,0.9922325,6.0
137810,M,1.0375,0.7875,0.225,9.25611175,4.32329875,1.60174675,2.551455,8.0
137811,M,1.5125,1.1625,0.425,29.69610125,14.21727425,7.0023265,7.37087,9.0
137812,M,1.5125,1.175,0.375,31.70891575,15.592225,6.6054335,7.5126175,9.0
137813,M,1.5125,1.2375,0.4,32.715323,15.52135125,7.7961125,8.50485,10.0
137814,M,1.6375,1.3125,0.4375,47.18774275,20.68096025,10.7444605,11.1980525,10.0
137815,F,1.5,1.1875,0.4125,31.62386725,13.79203175,7.01650125,7.654365,13.0
137816,I,0.7125,0.525,0.1625,3.515338,1.1056305,0.623689,0.9922325,5.0
137817,I,1.225,0.9375,0.3125,15.365429,6.13766675,3.7137845,4.819415,8.0
137818,I,1.2125,0.95,0.3625,17.293195,7.2291225,3.58621175,6.6621325,8.0
137819,M,1.325,1.0375,0.325,18.46969925,8.278054,4.63514325,5.54232725,8.0
137820,F,1.55,1.275,0.4375,38.9805625,13.08329425,9.015141,11.1980525,13.0
137821,M,0.8,0.6,0.2,4.20990075,1.65844575,0.94970825,1.2757275,5.0
137822,M,1.5625,1.225,0.375,32.10580875,14.288148,7.10154975,8.00873375,9.0
137823,M,1.45,1.1375,0.4,27.25804425,13.11164375,5.386405,7.5126175,11.0
137824,M,1.3,1.0125,0.2625,17.4916415,7.9095105,3.8838815,5.10291,7.0
137825,F,1.4875,1.15,0.4125,33.1972645,13.4660125,6.64795775,9.4970825,13.0
137826,M,1.65,1.275,0.4125,35.76289425,18.52639825,7.8528115,9.922325,11.0
137827,F,1.575,1.25,0.4375,38.00250475,17.93105875,6.98815175,8.788345,12.0
137828,F,1.025,0.75,0.275,8.40562675,3.40194,1.88524175,2.4097075,10.0
137829,F,1.4125,1.1125,0.375,29.29144075,11.793392,7.2858215,7.7961125,8.0
137830,I,1.15,0.8875,0.3,13.2392165,6.25106475,2.6932025,4.252425,9.0
137831,M,1.2375,1.0,0.325,17.50581625,6.33611325,3.86970675,5.6699,9.0
137832,I,1.3875,1.0625,0.3625,22.6512505,9.8372765,5.0178615,6.9456275,11.0
137833,I,0.9,0.675,0.2125,5.556502,2.324659,1.45999925,1.814368,6.0
137834,M,1.425,1.1125,0.3875,23.85610425,11.15552825,4.80524025,6.9456275,10.0
137835,F,1.1875,0.8875,0.3125,12.9557215,5.14543425,2.721552,3.96893,9.0
137836,I,1.025,0.75,0.225,7.93786,3.50116325,1.9561155,2.551455,7.0
137837,M,1.725,1.3125,0.5375,54.5727875,19.37688325,10.87203325,16.44271,18.0
137838,I,0.9375,0.675,0.2125,6.0951425,2.65067825,1.34660125,1.68679525,6.0
137839,F,1.6125,1.25,0.45,33.55163325,16.329312,6.747181,11.056305,10.0
137840,I,0.5875,0.4375,0.2,2.99087225,14.0330025,0.5386405,0.56699,5.0
137841,F,1.2125,0.95,0.35,20.241543,6.7188315,4.40834725,5.20213325,12.0
137842,M,1.425,1.125,0.3125,23.09066775,10.829509,6.22271525,6.6621325,9.0
137843,M,1.2375,0.9625,0.4125,17.70426275,6.6621325,4.57844425,6.80388,11.0
137844,I,0.875,0.6625,0.225,5.443104,2.2963095,1.31825175,1.984465,6.0
137845,M,1.3625,1.075,0.3375,23.88445375,10.0073735,4.5642695,6.23689,8.0
137846,M,1.5625,1.25,0.4625,32.4601775,12.85649825,6.59125875,9.4970825,10.0
137847,I,0.7875,0.5875,0.175,4.7910655,1.871067,0.97805775,1.2757275,7.0
137848,F,1.775,1.4125,0.4875,58.6551155,30.37648925,13.891255,12.757275,12.0
137849,I,1.1625,0.85,0.3,14.52911875,7.2291225,2.87747425,3.40194,7.0
137850,F,1.5375,1.1875,0.4625,36.117263,13.437663,8.051258,10.489315,13.0
137851,I,1.0,0.8125,0.2625,9.4970825,3.98310475,1.77184375,2.6932025,8.0
137852,I,1.1,0.9375,0.3,14.81261375,6.6054335,3.628736,4.6776675,8.0
137853,I,1.1,0.8625,0.3125,11.7650425,4.29494925,2.67902775,3.3168915,7.0
137854,F,1.1125,0.85,0.3,13.99047825,5.9817445,3.2601925,3.7137845,7.0
137855,F,1.4625,1.125,0.3875,25.92561775,9.42620875,5.0745605,8.9300925,13.0
137856,M,1.5875,1.2,0.4,30.09299425,12.48795475,8.3064035,8.731646,9.0
137857,M,1.4875,1.175,0.375,25.01843375,11.5382465,5.216308,7.2291225,9.0
137858,I,0.8125,0.6875,0.225,5.85417175,2.42388225,1.48834875,1.871067,6.0
137859,F,1.425,1.0875,0.3625,25.50037525,10.75863525,5.03203625,7.7961125,12.0
137860,M,1.7,1.325,0.4,42.354153,20.97863,9.73805325,10.77281,10.0
137861,M,1.2,0.975,0.3,16.68368075,8.901743,2.90582375,4.1673765,8.0
137862,I,0.975,0.75,0.225,7.93786,4.03980375,1.6159215,2.26796,7.0
137863,F,1.4,1.125,0.35,24.9192105,11.15552825,5.57067675,6.33611325,8.0
137864,I,1.125,0.8375,0.2625,12.94154675,5.91087075,2.721552,3.8271825,7.0
137865,F,1.625,1.2875,0.475,36.61337925,13.31009025,8.83086925,12.757275,17.0
137866,M,1.425,1.125,0.3625,26.18076325,11.679994,5.14543425,6.80388,9.0
137867,F,1.4125,1.0625,0.3625,26.35086025,11.566596,6.860579,8.788345,12.0
137868,M,1.2625,0.975,0.3,18.1153305,7.29999625,3.86970675,5.10291,8.0
137869,I,1.275,1.0125,0.3125,16.31513725,7.24329725,3.58621175,5.216308,8.0
137870,I,1.025,0.7625,0.225,8.9300925,3.40194,1.85689225,2.324659,7.0
137871,F,1.575,1.225,0.4375,35.50774875,18.10115575,8.29222875,8.50485,11.0
137872,F,1.0125,0.775,0.25,8.164656,3.75630875,2.1262125,3.01922175,8.0
137873,M,1.45,1.15,0.4,28.81726675,13.11164375,6.64795775,7.5126175,11.0
137874,I,0.575,0.4375,0.175,2.99087225,1.13398,0.4252425,0.56699,5.0
137875,I,1.1,0.8375,0.2875,10.44679075,4.6776675,2.551455,3.69960975,8.0
137876,F,1.5,1.1625,0.4125,33.0271675,12.2186345,6.406987,9.2135875,14.0
137877,F,1.575,1.2875,0.4125,34.91240925,18.9091165,6.747181,10.0640725,11.0
137878,M,1.4375,1.1625,0.35,26.43590875,10.84368375,6.30776375,7.5126175,9.0
137879,I,1.075,0.8125,0.3,10.0073735,4.706017,2.22543575,2.83495,8.0
137880,F,1.6375,1.2875,0.5,39.27823225,17.6050395,9.22776225,11.623295,11.0
137881,I,1.3125,1.025,0.3125,16.0174675,6.81805475,3.6003865,5.8116475,9.0
137882,M,1.675,1.35,0.45,39.859397,17.33571925,8.66077225,10.489315,9.0
137883,I,0.7875,0.575,0.1875,3.64291075,1.587572,0.83631025,1.13398,5.0
137884,M,0.875,0.6625,0.225,6.23689,2.551455,1.17650425,1.984465,8.0
137885,M,1.25,0.9625,0.3875,17.90270925,6.8322295,4.025629,5.386405,11.0
137886,M,1.3125,1.0375,0.375,26.63435525,10.149121,6.13766675,8.6465975,12.0
137887,M,1.3125,1.0375,0.325,20.41164,7.711064,4.3941725,6.80388,12.0
137888,F,1.575,1.1875,0.4,29.6819265,12.23280925,7.540967,8.9300925,9.0
137889,M,1.6,1.2,0.4125,37.23706825,16.3576615,7.35669525,8.9300925,11.0
137890,F,1.2875,1.0,0.325,21.659018,7.314171,3.8838815,6.80388,11.0
137891,M,1.3125,1.025,0.3375,25.1460065,10.02154825,5.0745605,6.80388,11.0
137892,M,1.6125,1.25,0.425,39.02308675,18.9091165,8.561549,10.0640725,12.0
137893,M,0.875,0.6625,0.225,6.6054335,2.551455,1.54504775,1.984465,8.0
137894,I,1.1875,0.925,0.3125,11.32562525,5.443104,2.22543575,2.83495,9.0
137895,M,1.3625,1.075,0.3875,22.8780465,9.87980075,4.082328,7.7961125,11.0
137896,I,0.7,0.5375,0.15,3.005047,1.17650425,0.72291225,0.850485,6.0
137897,M,1.625,1.2875,0.3875,41.8722115,17.519991,9.17106325,11.4815475,10.0
